ID,Species,Population,Region,State,Replicate,Strat Length,Strat Temp,Strat Treat,Inc Temp,TreatID,Total Germ,Viable,Dead,Total Viable,VAG,bio1,bio2,bio4,bio8,bio12,bio15,bio18
HEVI2-1(2),Heterotheca_villosa,AZ,Flagstaff,AZ,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",22,1,2,23,0.96,62,159,6985,150,540,37,158
HEVI2-2(2),Heterotheca_villosa,AZ,Flagstaff,AZ,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",22,0,3,22,1,62,159,6985,150,540,37,158
HEVI2-3(2),Heterotheca_villosa,AZ,Flagstaff,AZ,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",23,1,1,24,0.96,62,159,6985,150,540,37,158
HEVI2-4(2),Heterotheca_villosa,AZ,Flagstaff,AZ,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",21,2,2,23,0.91,62,159,6985,150,540,37,158
HEVI2-5(2),Heterotheca_villosa,AZ,Flagstaff,AZ,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",21,0,4,21,1,62,159,6985,150,540,37,158
HEVI2-6(2),Heterotheca_villosa,AZ,Flagstaff,AZ,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",22,1,2,23,0.96,62,159,6985,150,540,37,158
HEVI2-7(2),Heterotheca_villosa,AZ,Flagstaff,AZ,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",21,2,2,23,0.91,62,159,6985,150,540,37,158
HEVI2-8(2),Heterotheca_villosa,AZ,Flagstaff,AZ,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,1,1,24,0.96,62,159,6985,150,540,37,158
HEVI3-1(2),Heterotheca_villosa,NM,Salinas,NM,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",13,2,9,15,0.87,88,152,6604,165,506,70,240
HEVI3-2(2),Heterotheca_villosa,NM,Salinas,NM,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",11,0,14,11,1,88,152,6604,165,506,70,240
HEVI3-3(2),Heterotheca_villosa,NM,Salinas,NM,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",12,0,13,12,1,88,152,6604,165,506,70,240
HEVI3-4(2),Heterotheca_villosa,NM,Salinas,NM,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",4,1,20,5,0.8,88,152,6604,165,506,70,240
HEVI3-5(2),Heterotheca_villosa,NM,Salinas,NM,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",11,2,12,13,0.85,88,152,6604,165,506,70,240
HEVI3-6(2),Heterotheca_villosa,NM,Salinas,NM,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",6,1,18,7,0.86,88,152,6604,165,506,70,240
HEVI3-7(2),Heterotheca_villosa,NM,Salinas,NM,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",9,0,17,9,1,88,152,6604,165,506,70,240
HEVI3-8(2),Heterotheca_villosa,NM,Salinas,NM,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",10,0,15,10,1,88,152,6604,165,506,70,240
HEVI1-1(3),Heterotheca_villosa,UT,Rio Mesa,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",18,0,7,18,1,113,157,9294,180,267,20,65
HEVI1-2(3),Heterotheca_villosa,UT,Rio Mesa,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",19,0,6,19,1,113,157,9294,180,267,20,65
HEVI1-3(3),Heterotheca_villosa,UT,Rio Mesa,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",20,0,5,20,1,113,157,9294,180,267,20,65
HEVI1-4(3),Heterotheca_villosa,UT,Rio Mesa,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",21,0,4,21,1,113,157,9294,180,267,20,65
HEVI1-5(3),Heterotheca_villosa,UT,Rio Mesa,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",19,1,5,20,0.95,113,157,9294,180,267,20,65
HEVI1-6(3),Heterotheca_villosa,UT,Rio Mesa,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",20,2,3,22,0.91,113,157,9294,180,267,20,65
HEVI1-7(3),Heterotheca_villosa,UT,Rio Mesa,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",19,0,0,19,1,113,157,9294,180,267,20,65
HEVI1-8(3),Heterotheca_villosa,UT,Rio Mesa,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",17,2,6,19,0.89,113,157,9294,180,267,20,65
HEVI2-1(3),Heterotheca_villosa,AZ,Flagstaff,AZ,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",23,0,2,23,1,62,159,6985,150,540,37,158
HEVI2-2(3),Heterotheca_villosa,AZ,Flagstaff,AZ,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",20,0,6,20,1,62,159,6985,150,540,37,158
HEVI2-3(3),Heterotheca_villosa,AZ,Flagstaff,AZ,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",20,0,6,20,1,62,159,6985,150,540,37,158
HEVI2-4(3),Heterotheca_villosa,AZ,Flagstaff,AZ,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",22,1,2,23,0.96,62,159,6985,150,540,37,158
HEVI2-5(3),Heterotheca_villosa,AZ,Flagstaff,AZ,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,3,4,21,0.86,62,159,6985,150,540,37,158
HEVI2-6(3),Heterotheca_villosa,AZ,Flagstaff,AZ,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,4,4,22,0.82,62,159,6985,150,540,37,158
HEVI2-7(3),Heterotheca_villosa,AZ,Flagstaff,AZ,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,2,5,20,0.9,62,159,6985,150,540,37,158
HEVI2-8(3),Heterotheca_villosa,AZ,Flagstaff,AZ,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,0,7,18,1,62,159,6985,150,540,37,158
HEVI3-1(3),Heterotheca_villosa,NM,Salinas,NM,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",15,0,10,15,1,88,152,6604,165,506,70,240
HEVI3-2(3),Heterotheca_villosa,NM,Salinas,NM,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",8,0,17,8,1,88,152,6604,165,506,70,240
HEVI3-3(3),Heterotheca_villosa,NM,Salinas,NM,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",15,0,10,15,1,88,152,6604,165,506,70,240
HEVI3-4(3),Heterotheca_villosa,NM,Salinas,NM,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",13,0,12,13,1,88,152,6604,165,506,70,240
HEVI3-5(3),Heterotheca_villosa,NM,Salinas,NM,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",13,1,11,14,0.93,88,152,6604,165,506,70,240
HEVI3-6(3),Heterotheca_villosa,NM,Salinas,NM,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",14,0,11,14,1,88,152,6604,165,506,70,240
HEVI3-7(3),Heterotheca_villosa,NM,Salinas,NM,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",9,0,16,9,1,88,152,6604,165,506,70,240
HEVI3-8(3),Heterotheca_villosa,NM,Salinas,NM,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",10,2,13,12,0.83,88,152,6604,165,506,70,240
HEVI1-1(4),Heterotheca_villosa,UT,Rio Mesa,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",22,3,0,25,0.88,113,157,9294,180,267,20,65
HEVI1-2(4),Heterotheca_villosa,UT,Rio Mesa,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",21,1,3,22,0.95,113,157,9294,180,267,20,65
HEVI1-3(4),Heterotheca_villosa,UT,Rio Mesa,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",22,1,3,23,0.96,113,157,9294,180,267,20,65
HEVI1-4(4),Heterotheca_villosa,UT,Rio Mesa,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",22,1,2,23,0.96,113,157,9294,180,267,20,65
HEVI1-5(4),Heterotheca_villosa,UT,Rio Mesa,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",20,0,5,20,1,113,157,9294,180,267,20,65
HEVI1-6(4),Heterotheca_villosa,UT,Rio Mesa,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",19,1,5,20,0.95,113,157,9294,180,267,20,65
HEVI1-7(4),Heterotheca_villosa,UT,Rio Mesa,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",18,1,6,19,0.95,113,157,9294,180,267,20,65
HEVI1-8(4),Heterotheca_villosa,UT,Rio Mesa,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,1,3,22,0.95,113,157,9294,180,267,20,65
HEVI2-1(4),Heterotheca_villosa,AZ,Flagstaff,AZ,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",16,2,7,18,0.89,62,159,6985,150,540,37,158
HEVI2-2(4),Heterotheca_villosa,AZ,Flagstaff,AZ,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",16,3,6,19,0.84,62,159,6985,150,540,37,158
HEVI2-3(4),Heterotheca_villosa,AZ,Flagstaff,AZ,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",21,0,4,21,1,62,159,6985,150,540,37,158
HEVI2-4(4),Heterotheca_villosa,AZ,Flagstaff,AZ,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",18,2,5,20,0.9,62,159,6985,150,540,37,158
HEVI2-5(4),Heterotheca_villosa,AZ,Flagstaff,AZ,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,0,4,21,1,62,159,6985,150,540,37,158
HEVI2-6(4),Heterotheca_villosa,AZ,Flagstaff,AZ,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",20,0,5,20,1,62,159,6985,150,540,37,158
HEVI2-7(4),Heterotheca_villosa,AZ,Flagstaff,AZ,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",18,2,5,20,0.9,62,159,6985,150,540,37,158
HEVI2-8(4),Heterotheca_villosa,AZ,Flagstaff,AZ,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",13,4,8,17,0.76,62,159,6985,150,540,37,158
HEVI3-1(4),Heterotheca_villosa,NM,Salinas,NM,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",9,0,16,9,1,88,152,6604,165,506,70,240
HEVI3-2(4),Heterotheca_villosa,NM,Salinas,NM,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",10,0,15,10,1,88,152,6604,165,506,70,240
HEVI3-3(4),Heterotheca_villosa,NM,Salinas,NM,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",7,1,17,8,0.88,88,152,6604,165,506,70,240
HEVI3-4(4),Heterotheca_villosa,NM,Salinas,NM,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",6,0,19,6,1,88,152,6604,165,506,70,240
HEVI3-5(4),Heterotheca_villosa,NM,Salinas,NM,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",10,1,14,11,0.91,88,152,6604,165,506,70,240
HEVI3-6(4),Heterotheca_villosa,NM,Salinas,NM,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",8,0,17,8,1,88,152,6604,165,506,70,240
HEVI3-7(4),Heterotheca_villosa,NM,Salinas,NM,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",10,0,15,10,1,88,152,6604,165,506,70,240
HEVI3-8(4),Heterotheca_villosa,NM,Salinas,NM,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",10,0,15,10,1,88,152,6604,165,506,70,240
PECO1-1(1),Penstemon_comarrhenus,UT1,Kane,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,1,3,22,0.95,68,149,8403,171,427,22,109
PECO1-2(1),Penstemon_comarrhenus,UT1,Kane,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",23,2,0,25,0.92,68,149,8403,171,427,22,109
PECO1-3(1),Penstemon_comarrhenus,UT1,Kane,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,3,0,25,0.88,68,149,8403,171,427,22,109
PECO1-4(1),Penstemon_comarrhenus,UT1,Kane,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,4,0,25,0.84,68,149,8403,171,427,22,109
PECO1-5(1),Penstemon_comarrhenus,UT1,Kane,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",23,2,0,25,0.92,68,149,8403,171,427,22,109
PECO1-6(1),Penstemon_comarrhenus,UT1,Kane,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",23,1,1,24,0.96,68,149,8403,171,427,22,109
PECO1-7(1),Penstemon_comarrhenus,UT1,Kane,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",20,4,1,24,0.83,68,149,8403,171,427,22,109
PECO1-8(1),Penstemon_comarrhenus,UT1,Kane,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",18,6,2,24,0.75,68,149,8403,171,427,22,109
PECO2-1(1),Penstemon_comarrhenus,UT2,San Juan,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",10,15,0,25,0.4,93,170,7715,11,390,28,90
PECO2-2(1),Penstemon_comarrhenus,UT2,San Juan,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",12,13,0,25,0.48,93,170,7715,11,390,28,90
PECO2-3(1),Penstemon_comarrhenus,UT2,San Juan,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",7,18,0,25,0.28,93,170,7715,11,390,28,90
PECO2-4(1),Penstemon_comarrhenus,UT2,San Juan,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",13,11,1,24,0.54,93,170,7715,11,390,28,90
PECO2-5(1),Penstemon_comarrhenus,UT2,San Juan,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",9,16,0,25,0.36,93,170,7715,11,390,28,90
PECO2-6(1),Penstemon_comarrhenus,UT2,San Juan,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",13,12,0,25,0.52,93,170,7715,11,390,28,90
PECO2-7(1),Penstemon_comarrhenus,UT2,San Juan,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",9,15,1,24,0.38,93,170,7715,11,390,28,90
PECO2-8(1),Penstemon_comarrhenus,UT2,San Juan,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",9,16,0,25,0.36,93,170,7715,11,390,28,90
PECO1-1(2),Penstemon_comarrhenus,UT1,Kane,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",6,19,0,25,0.23,68,149,8403,171,427,22,109
PECO1-2(2),Penstemon_comarrhenus,UT1,Kane,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",8,17,0,25,0.32,68,149,8403,171,427,22,109
PECO1-3(2),Penstemon_comarrhenus,UT1,Kane,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",6,18,1,24,0.25,68,149,8403,171,427,22,109
PECO1-4(2),Penstemon_comarrhenus,UT1,Kane,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",9,12,4,21,0.43,68,149,8403,171,427,22,109
PECO1-5(2),Penstemon_comarrhenus,UT1,Kane,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",10,13,2,23,0.43,68,149,8403,171,427,22,109
PECO1-6(2),Penstemon_comarrhenus,UT1,Kane,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",5,17,3,22,0.23,68,149,8403,171,427,22,109
PECO1-7(2),Penstemon_comarrhenus,UT1,Kane,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",11,13,1,24,0.46,68,149,8403,171,427,22,109
PECO1-8(2),Penstemon_comarrhenus,UT1,Kane,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",8,15,2,23,0.35,68,149,8403,171,427,22,109
PECO2-1(2),Penstemon_comarrhenus,UT2,San Juan,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",2,22,1,24,0.08,93,170,7715,11,390,28,90
PECO2-2(2),Penstemon_comarrhenus,UT2,San Juan,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",8,16,1,24,0.33,93,170,7715,11,390,28,90
PECO2-3(2),Penstemon_comarrhenus,UT2,San Juan,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",5,20,0,25,0.2,93,170,7715,11,390,28,90
PECO2-4(2),Penstemon_comarrhenus,UT2,San Juan,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",3,22,0,25,0.12,93,170,7715,11,390,28,90
PECO2-5(2),Penstemon_comarrhenus,UT2,San Juan,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",6,19,0,25,0.24,93,170,7715,11,390,28,90
PECO2-6(2),Penstemon_comarrhenus,UT2,San Juan,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",2,22,1,24,0.08,93,170,7715,11,390,28,90
PECO2-7(2),Penstemon_comarrhenus,UT2,San Juan,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",7,16,2,23,0.3,93,170,7715,11,390,28,90
PECO2-8(2),Penstemon_comarrhenus,UT2,San Juan,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",6,19,0,25,0.24,93,170,7715,11,390,28,90
PECO1-1(3),Penstemon_comarrhenus,UT1,Kane,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",8,11,6,19,0.42,68,149,8403,171,427,22,109
PECO1-2(3),Penstemon_comarrhenus,UT1,Kane,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",6,18,0,24,0.25,68,149,8403,171,427,22,109
PECO1-3(3),Penstemon_comarrhenus,UT1,Kane,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",14,11,0,25,0.56,68,149,8403,171,427,22,109
PECO1-4(3),Penstemon_comarrhenus,UT1,Kane,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",12,12,1,24,0.5,68,149,8403,171,427,22,109
PECO1-5(3),Penstemon_comarrhenus,UT1,Kane,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",5,20,0,25,0.2,68,149,8403,171,427,22,109
PECO1-6(3),Penstemon_comarrhenus,UT1,Kane,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",5,20,0,25,0.2,68,149,8403,171,427,22,109
PECO1-7(3),Penstemon_comarrhenus,UT1,Kane,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",4,21,0,25,0.16,68,149,8403,171,427,22,109
PECO1-8(3),Penstemon_comarrhenus,UT1,Kane,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",5,20,0,25,0.2,68,149,8403,171,427,22,109
PECO2-1(3),Penstemon_comarrhenus,UT2,San Juan,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",8,16,1,24,0.33,93,170,7715,11,390,28,90
PECO2-2(3),Penstemon_comarrhenus,UT2,San Juan,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",8,17,0,25,0.32,93,170,7715,11,390,28,90
PECO2-3(3),Penstemon_comarrhenus,UT2,San Juan,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",7,17,1,24,0.29,93,170,7715,11,390,28,90
PECO2-4(3),Penstemon_comarrhenus,UT2,San Juan,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",10,14,1,24,0.42,93,170,7715,11,390,28,90
PECO2-5(3),Penstemon_comarrhenus,UT2,San Juan,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",5,19,1,24,0.21,93,170,7715,11,390,28,90
PECO2-6(3),Penstemon_comarrhenus,UT2,San Juan,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",7,16,2,23,0.3,93,170,7715,11,390,28,90
PECO2-7(3),Penstemon_comarrhenus,UT2,San Juan,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",3,21,1,24,0.13,93,170,7715,11,390,28,90
PECO2-8(3),Penstemon_comarrhenus,UT2,San Juan,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",2,22,1,24,0.08,93,170,7715,11,390,28,90
PECO1-1(4),Penstemon_comarrhenus,UT1,Kane,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",2,23,0,25,0.08,68,149,8403,171,427,22,109
PECO1-2(4),Penstemon_comarrhenus,UT1,Kane,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",4,20,1,24,0.17,68,149,8403,171,427,22,109
PECO1-3(4),Penstemon_comarrhenus,UT1,Kane,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",1,24,0,25,0.04,68,149,8403,171,427,22,109
PECO1-4(4),Penstemon_comarrhenus,UT1,Kane,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",3,20,2,23,0.13,68,149,8403,171,427,22,109
PECO1-5(4),Penstemon_comarrhenus,UT1,Kane,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",7,18,0,25,0.28,68,149,8403,171,427,22,109
PECO1-6(4),Penstemon_comarrhenus,UT1,Kane,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",13,11,1,24,0.54,68,149,8403,171,427,22,109
PECO1-7(4),Penstemon_comarrhenus,UT1,Kane,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",3,20,2,23,0.13,68,149,8403,171,427,22,109
PECO1-8(4),Penstemon_comarrhenus,UT1,Kane,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",8,16,1,24,0.33,68,149,8403,171,427,22,109
PECO2-1(4),Penstemon_comarrhenus,UT2,San Juan,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",1,24,0,25,0.04,93,170,7715,11,390,28,90
PECO2-2(4),Penstemon_comarrhenus,UT2,San Juan,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",1,24,0,25,0.04,93,170,7715,11,390,28,90
PECO2-3(4),Penstemon_comarrhenus,UT2,San Juan,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",0,25,0,25,0,93,170,7715,11,390,28,90
PECO2-4(4),Penstemon_comarrhenus,UT2,San Juan,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",0,25,0,25,0,93,170,7715,11,390,28,90
PECO2-5(4),Penstemon_comarrhenus,UT2,San Juan,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",1,24,0,25,0.04,93,170,7715,11,390,28,90
PECO2-6(4),Penstemon_comarrhenus,UT2,San Juan,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",3,22,0,25,0.12,93,170,7715,11,390,28,90
PECO2-7(4),Penstemon_comarrhenus,UT2,San Juan,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",5,20,0,25,0.2,93,170,7715,11,390,28,90
PECO2-8(4),Penstemon_comarrhenus,UT2,San Juan,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",2,22,1,24,0.08,93,170,7715,11,390,28,90
PLPA1-1(1),Plantago_patagonica,UT,Grand,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",14,11,0,25,0.54,111,160,9467,180,228,24,59
PLPA1-2(1),Plantago_patagonica,UT,Grand,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",11,14,0,25,0.44,111,160,9467,180,228,24,59
PLPA1-3(1),Plantago_patagonica,UT,Grand,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",16,8,1,24,0.67,111,160,9467,180,228,24,59
PLPA1-4(1),Plantago_patagonica,UT,Grand,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",10,14,1,24,0.42,111,160,9467,180,228,24,59
PLPA1-5(1),Plantago_patagonica,UT,Grand,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",17,8,0,25,0.68,111,160,9467,180,228,24,59
PLPA1-6(1),Plantago_patagonica,UT,Grand,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",14,11,0,25,0.54,111,160,9467,180,228,24,59
PLPA1-7(1),Plantago_patagonica,UT,Grand,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",11,14,0,25,0.44,111,160,9467,180,228,24,59
PLPA1-8(1),Plantago_patagonica,UT,Grand,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",15,10,0,25,0.6,111,160,9467,180,228,24,59
PLPA2-1(1),Plantago_patagonica,AZ,Flagstaff,AZ,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,0,25,1,62,159,6985,150,540,37,158
PLPA2-2(1),Plantago_patagonica,AZ,Flagstaff,AZ,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",24,0,1,24,1,62,159,6985,150,540,37,158
PLPA2-3(1),Plantago_patagonica,AZ,Flagstaff,AZ,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",23,2,0,25,0.92,62,159,6985,150,540,37,158
PLPA2-4(1),Plantago_patagonica,AZ,Flagstaff,AZ,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,0,25,1,62,159,6985,150,540,37,158
PLPA2-5(1),Plantago_patagonica,AZ,Flagstaff,AZ,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,1,62,159,6985,150,540,37,158
PLPA2-6(1),Plantago_patagonica,AZ,Flagstaff,AZ,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,1,62,159,6985,150,540,37,158
PLPA2-7(1),Plantago_patagonica,AZ,Flagstaff,AZ,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,1,62,159,6985,150,540,37,158
PLPA2-8(1),Plantago_patagonica,AZ,Flagstaff,AZ,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,1,0,25,0.96,62,159,6985,150,540,37,158
PLPA3-1(1),Plantago_patagonica,NM,Apache Creek,NM,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,4,0,25,0.84,91,213,7030,179,387,63,161
PLPA3-2(1),Plantago_patagonica,NM,Apache Creek,NM,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",18,7,0,25,0.72,91,213,7030,179,387,63,161
PLPA3-3(1),Plantago_patagonica,NM,Apache Creek,NM,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,3,0,25,0.88,91,213,7030,179,387,63,161
PLPA3-4(1),Plantago_patagonica,NM,Apache Creek,NM,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,3,0,25,0.88,91,213,7030,179,387,63,161
PLPA3-5(1),Plantago_patagonica,NM,Apache Creek,NM,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,1,0,25,0.96,91,213,7030,179,387,63,161
PLPA3-6(1),Plantago_patagonica,NM,Apache Creek,NM,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,1,0,25,0.96,91,213,7030,179,387,63,161
